time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-01-01,1.8,0.7,2.5,,,128.0,11.4,24.1,1006.4,
2021-01-02,0.6,0.0,1.1,,,24.0,9.2,16.7,1014.0,
2021-01-03,1.0,-0.7,2.0,,,50.0,28.7,55.5,1023.4,
2021-01-04,-0.4,-1.8,0.6,,,43.0,32.1,51.8,1024.9,
2021-01-05,0.6,-0.1,1.0,,,42.0,32.2,50.0,1023.7,
2021-01-06,0.4,-0.6,1.3,,,42.0,33.7,57.4,1014.9,
2021-01-07,0.4,-0.3,1.2,,,36.0,23.3,44.5,1009.8,
2021-01-08,0.4,-0.2,1.1,,,24.0,17.5,31.5,1011.7,
2021-01-09,0.1,-1.9,1.3,,,2.0,14.2,31.5,1020.1,
2021-01-10,0.0,-1.8,1.0,,,233.0,19.3,44.5,1018.6,
2021-01-11,2.0,0.5,3.3,,,220.0,30.9,66.7,1007.6,
2021-01-12,1.1,-0.7,3.3,,,256.0,21.8,64.8,996.4,
2021-01-13,0.3,-0.3,0.7,,,178.0,25.9,68.5,999.2,
2021-01-14,-1.2,-3.5,-0.2,,,17.0,27.4,59.3,1017.5,
2021-01-15,-6.1,-11.5,-3.4,,,359.0,19.5,35.2,1025.1,
2021-01-16,-7.1,-13.3,-4.0,,,341.0,13.2,24.1,1022.3,
2021-01-17,-2.1,-4.6,-1.0,,,127.0,11.3,22.2,1019.8,
2021-01-18,-1.4,-4.2,0.5,,,191.0,15.3,31.5,1015.4,
2021-01-19,1.0,0.5,1.4,,,175.0,13.8,27.8,1004.1,
2021-01-20,3.6,1.4,5.4,,,198.0,23.7,46.3,995.8,
2021-01-21,4.9,3.5,5.9,,,201.0,31.9,55.5,990.7,
2021-01-22,4.1,3.4,4.9,,,216.0,37.7,64.8,985.9,
2021-01-23,2.6,1.5,3.8,,,206.0,13.0,53.7,995.0,
2021-01-24,1.3,0.0,2.0,,,133.0,7.0,16.7,996.5,
2021-01-25,0.5,0.1,1.0,,,233.0,9.1,20.4,999.4,
2021-01-26,-0.6,-2.7,0.4,,,304.0,15.8,31.5,1007.8,
2021-01-27,-0.3,-2.5,1.1,,,239.0,14.7,25.9,1008.7,
2021-01-28,-1.8,-7.1,0.7,,,309.0,24.1,44.5,1002.1,
2021-01-29,-4.4,-7.5,-2.2,,,17.0,17.0,38.9,1000.8,
2021-01-30,-4.1,-6.6,-0.9,,,315.0,16.4,33.3,1001.9,
2021-01-31,-0.9,-5.6,0.3,,,256.0,14.3,27.8,1000.3,
2021-02-01,-1.5,-4.9,0.1,,,168.0,12.1,27.8,1001.7,
2021-02-02,-1.2,-3.5,-0.1,,,10.0,11.7,25.9,1001.7,
2021-02-03,-2.8,-3.6,-1.7,,,63.0,31.6,66.7,1005.1,
2021-02-04,-4.8,-7.2,-3.5,,,46.0,29.3,59.3,1015.9,
2021-02-05,-7.3,-9.5,-5.9,,,59.0,21.9,38.9,1024.7,
2021-02-06,-7.0,-11.5,-4.7,,,54.0,27.2,46.3,1027.0,
2021-02-07,-6.0,-8.6,-3.5,,,59.0,35.9,63.0,1023.0,
2021-02-08,-4.4,-5.4,-3.7,,,64.0,45.1,70.4,1015.3,
2021-02-09,-4.7,-6.1,-3.8,,,44.0,39.1,68.5,1011.3,
2021-02-10,-5.7,-8.1,-3.9,,,28.0,31.3,55.5,1015.0,
2021-02-11,-7.6,-10.2,-5.5,,,17.0,23.1,38.9,1029.1,
2021-02-12,-7.6,-12.3,-3.2,,,352.0,18.4,33.3,1037.4,
2021-02-13,-5.9,-12.3,-1.1,,,319.0,15.3,29.6,1039.7,
2021-02-14,-4.1,-9.4,-0.9,,,290.0,14.7,25.9,1039.0,
2021-02-15,-3.0,-8.2,-0.4,,,174.0,16.8,37.0,1031.0,
2021-02-16,-0.8,-1.1,-0.6,,,143.0,15.1,33.3,1017.8,
2021-02-17,0.3,-0.4,0.6,,,104.0,25.6,46.3,1011.7,
2021-02-18,0.8,0.1,1.7,,,120.0,25.1,42.6,1017.2,
