time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-01-01,-3.1,-5.4,-0.9,4.2,191.0,12.0,5.2,22.2,1010.4,
2021-01-02,-5.0,-6.0,-4.2,0.0,170.0,21.0,4.4,21.6,1017.4,
2021-01-03,-9.5,-13.2,-6.5,0.0,160.0,349.0,7.9,22.3,1025.2,
2021-01-04,-17.7,-19.0,-15.2,0.0,160.0,147.0,3.5,10.8,1033.0,
2021-01-05,-15.9,-19.2,-11.2,0.0,160.0,144.0,4.4,15.8,1034.0,
2021-01-06,-11.3,-13.2,-9.4,0.0,150.0,139.0,4.9,16.2,1031.3,
2021-01-07,-8.1,-10.7,-6.2,0.0,150.0,95.0,5.2,23.0,1025.3,
2021-01-08,-7.3,-8.7,-6.7,0.0,150.0,128.0,6.2,22.7,1023.0,
2021-01-09,-10.5,-12.4,-8.7,0.0,160.0,131.0,5.3,17.3,1023.5,
2021-01-10,-14.5,-18.8,-9.7,0.3,170.0,135.0,11.5,36.4,1016.5,
2021-01-11,-8.9,-9.9,-8.0,0.9,140.0,133.0,15.6,47.9,1013.2,
2021-01-12,-13.0,-18.0,-9.0,0.0,130.0,109.0,15.7,55.1,1014.6,
2021-01-13,-19.7,-23.4,-18.5,0.0,130.0,97.0,10.9,45.0,1025.3,
2021-01-14,-26.0,-27.8,-23.0,0.0,130.0,84.0,3.8,14.0,1027.9,
2021-01-15,-18.1,-27.0,-11.0,0.7,130.0,104.0,2.0,9.7,1020.6,
2021-01-16,-9.1,-11.2,-7.4,0.0,130.0,144.0,2.7,10.1,1018.7,
2021-01-17,-4.6,-7.0,-3.2,0.0,130.0,246.0,5.0,15.8,1013.6,
2021-01-18,-4.0,-6.0,-2.5,0.0,119.0,175.0,6.7,20.5,1009.7,
2021-01-19,-4.9,-5.7,-3.9,0.1,130.0,31.0,5.1,22.0,1008.9,
2021-01-20,-7.3,-8.5,-5.7,4.0,10.0,98.0,11.1,37.1,1010.7,
2021-01-21,-9.9,-11.1,-8.2,2.6,10.0,114.0,15.3,61.6,1008.3,
2021-01-22,-10.5,-11.7,-9.9,6.9,,113.0,17.8,64.8,998.2,
2021-01-23,-8.8,-12.2,0.2,7.5,,117.0,13.6,55.4,991.9,
2021-01-24,-4.5,-6.0,0.1,0.3,211.0,327.0,4.9,17.3,996.7,
2021-01-25,-4.9,-5.7,-2.5,1.4,201.0,355.0,7.0,20.5,1000.2,
2021-01-26,-2.0,-4.2,-0.2,0.4,201.0,155.0,6.4,18.7,1003.3,
2021-01-27,-4.4,-8.0,-1.7,3.3,,19.0,7.5,22.7,1002.7,
2021-01-28,-8.0,-9.2,-7.4,5.7,269.0,67.0,5.3,17.3,1003.6,
2021-01-29,-10.5,-15.0,-7.5,0.1,259.0,340.0,5.4,19.8,1003.1,
2021-01-30,-9.8,-11.0,-8.9,2.1,300.0,7.0,8.9,23.4,993.5,
2021-01-31,-9.2,-11.0,-8.2,2.1,,327.0,4.0,10.8,989.8,
2021-02-01,-16.9,-24.4,-11.2,1.2,330.0,336.0,2.8,7.6,994.7,
2021-02-02,-21.7,-24.9,-17.7,0.0,300.0,129.0,3.4,6.5,1009.4,
2021-02-03,-19.3,-26.3,-10.2,0.0,330.0,5.0,4.9,13.7,1014.5,
2021-02-04,-10.8,-16.2,-7.9,0.7,340.0,1.0,7.9,24.5,1016.2,
2021-02-05,-14.3,-21.5,-9.9,0.0,330.0,343.0,6.9,19.1,1024.5,
2021-02-06,-10.7,-12.0,-8.5,0.0,310.0,339.0,7.4,19.1,1025.7,
2021-02-07,-9.6,-13.2,-7.4,0.0,320.0,334.0,9.8,26.3,1023.1,
2021-02-08,-16.8,-20.9,-11.4,0.0,310.0,307.0,5.3,10.8,1023.1,
2021-02-09,-21.5,-25.3,-16.3,0.0,300.0,97.0,3.1,9.0,1021.2,
2021-02-10,-23.1,-26.8,-20.9,0.0,300.0,92.0,4.4,6.1,1023.2,
2021-02-11,-22.7,-25.9,-17.0,0.1,,126.0,3.7,9.0,1027.5,
2021-02-12,-10.8,-23.1,-8.4,0.2,,227.0,9.6,16.6,1025.3,
2021-02-13,-10.7,-17.4,-5.8,0.0,300.0,299.0,7.4,16.2,1023.8,
2021-02-14,-17.7,-23.4,-13.2,0.0,310.0,328.0,4.9,16.2,1028.0,
